0,1,2,3,4,5,6
Terpenoids,Meroterpenoids,Meromonoterpenoids,0.833,1.000,0.714,65
Terpenoids,Sesquiterpenoids,Daucane sesquiterpenoids,0.829,1.000,0.708,121
Terpenoids,Diterpenoids,Secokaurane diterpenoids,0.828,1.000,0.706,86
Terpenoids,Apocarotenoids,Apocarotenoids (β-),0.809,0.950,0.704,131
Terpenoids,Sesquiterpenoids,Cycloeudesmane sesquiterpenoids,0.824,1.000,0.700,95
Terpenoids,Steroids,Estrane steroids,0.824,1.000,0.700,52
Terpenoids,Sesquiterpenoids,Botryane sesquiterpenoids,0.818,1.000,0.692,25
Terpenoids,Sesquiterpenoids,Humulane sesquiterpenoids,0.815,1.000,0.688,83
Terpenoids,Diterpenoids,Podocarpane diterpenoids,0.774,0.889,0.686,174
Terpenoids,Sesquiterpenoids,Campherenane sesquiterpenoids,0.800,1.000,0.667,16
Terpenoids,Sesquiterpenoids,Copacamphane sesquiterpenoids,0.800,1.000,0.667,6
Terpenoids,Sesquiterpenoids,Dunniane sesquiterpenoids,0.800,1.000,0.667,8
Terpenoids,Sesquiterpenoids,Gorgonane sesquiterpenoids,0.800,1.000,0.667,16
Terpenoids,Sesquiterpenoids,Ishwarane sesquiterpenoids,0.800,1.000,0.667,10
Terpenoids,Sesquiterpenoids,Isolactarane sesquiterpenoids,0.800,1.000,0.667,21
Terpenoids,Diterpenoids,Pimarane and Isopimarane diterpenoids,0.784,0.952,0.667,148
Terpenoids,Triterpenoids,Friedelane triterpenoids,0.800,1.000,0.667,48
Terpenoids,Triterpenoids,Stictane triterpenoids,0.800,1.000,0.667,15
Terpenoids,Sesquiterpenoids,Cadinane sesquiterpenoids,0.779,0.957,0.657,338
Terpenoids,Sesquiterpenoids,Noreudesmane sesquiterpenoids,0.783,1.000,0.643,36
Terpenoids,Diterpenoids,Cleistanthane diterpenoids,0.778,1.000,0.636,58
Terpenoids,Sesquiterpenoids,Copaane sesquiterpenoids,0.769,1.000,0.625,24
Terpenoids,Sesquiterpenoids,Secoeudesmane sesquiterpenoids,0.769,1.000,0.625,21
Terpenoids,Sesquiterpenoids,Acorane sesquiterpenoids,0.750,1.000,0.600,50
Terpenoids,Sesquiterpenoids,Cubebane sesquiterpenoids,0.750,1.000,0.600,16
Terpenoids,Sesquiterpenoids,Cyclolaurane sesquiterpenoids,0.750,1.000,0.600,14
Terpenoids,Sesquiterpenoids,Humbertiane sesquiterpenoids,0.750,1.000,0.600,16
Terpenoids,Sesquiterpenoids,Isodaucane sesquiterpenoids,0.750,1.000,0.600,17
Terpenoids,Diterpenoids,Icetexane diterpenoids,0.750,1.000,0.600,50
Terpenoids,Triterpenoids,Gammacerane triterpenoids,0.750,1.000,0.600,20
Terpenoids,Apocarotenoids,Megastigmanes,0.714,0.882,0.600,122
Terpenoids,Diterpenoids,Phytane diterpenoids,0.714,0.909,0.588,83
Terpenoids,Apocarotenoids,Miscellaneous apocarotenoids,0.667,0.800,0.571,30
Terpenoids,Diterpenoids,Secoabietane diterpenoids,0.710,1.000,0.550,96
Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,0.667,1.000,0.500,107
Terpenoids,Sesquiterpenoids,Homofarnesane sesquiterpenoids,0.667,1.000,0.500,7
Terpenoids,Sesquiterpenoids,Longibornane sesquiterpenoids,0.667,1.000,0.500,6
Terpenoids,Sesquiterpenoids,Pacifigorgiane sesquiterpenoids,0.667,1.000,0.500,9
Terpenoids,Sesquiterpenoids,Valerane sesquiterpenoids,0.667,1.000,0.500,14
Terpenoids,Diterpenoids,Abeoabietane diterpenoids,0.638,0.882,0.500,146
Terpenoids,Diterpenoids,Sphaeroane diterpenoids,0.667,1.000,0.500,6
Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-γ)",0.667,1.000,0.500,4
Terpenoids,Carotenoids (C40),"Carotenoids (C40, ε-ε)",0.667,1.000,0.500,7
Terpenoids,Sesquiterpenoids,Drimane sesquiterpenoids,0.649,1.000,0.480,138
Terpenoids,Monoterpenoids,Camphane monoterpenoids,0.621,0.900,0.474,101
Terpenoids,Sesquiterpenoids,Longifolane sesquiterpenoids,0.600,1.000,0.429,30
Terpenoids,Sesquiterpenoids,Farnesane sesquiterpenoids,0.596,1.000,0.424,162
Terpenoids,Monoterpenoids,Fenchane monoterpenoids,0.571,1.000,0.400,21
Terpenoids,Sesquiterpenoids,Prezizaane sesquiterpenoids,0.571,1.000,0.400,52
Terpenoids,Sesquiterpenoids,Protoilludane sesquiterpenoids,0.545,0.857,0.400,75
Terpenoids,Diterpenoids,Valparane diterpenoids,0.571,1.000,0.400,21
Terpenoids,Diterpenoids,Norpimarane and Norisopimarane diterpenoids,0.522,0.857,0.375,76
Terpenoids,Sesquiterpenoids,Hirsutane sesquiterpenoids,0.526,1.000,0.357,67
Terpenoids,Diterpenoids,Norlabdane diterpenoids,0.516,1.000,0.348,84
Terpenoids,Sesquiterpenoids,Bourbonane sesquiterpenoids,0.500,1.000,0.333,19
Terpenoids,Sesquiterpenoids,Thapsane sesquiterpenoids,0.500,1.000,0.333,16
Terpenoids,Diterpenoids,Cyclophytane diterpenoids,0.455,0.714,0.333,82
Terpenoids,Sesquiterpenoids,Secogermacrane sesquiterpenoids,0.400,1.000,0.250,15
Terpenoids,Diterpenoids,Cycloamphilectane diterpenoids,0.400,1.000,0.250,18
